// 中医药典
阿胶	e'jiao
争艳	zheng'yan
争议	zheng'yi
争议性	zheng'yi'xing
争优	zheng'you
争占	zheng'zhan
争战	zheng'zhan
争争光	zheng'zheng'guang
争争脸	zheng'zheng'lian
争执	zheng'zhi
争逐	zheng'zhu
争着	zheng'zhe
争嘴	zheng'zui
争妍	zheng'yan
怔神	zheng'shen
怔怔	zheng'zheng
怔住	zheng'zhu
整把	zheng'ba
整板	zheng'ban
整版	zheng'ban
整包	zheng'bao
整备	zheng'bei
整本	zheng'ben
整比	zheng'bi
整边	zheng'bian
整编	zheng'bian
整补	zheng'bu
整部	zheng'bu
整材	zheng'cai
整材料	zheng'cai'liao
整场	zheng'chang
整厂	zheng'chang
整车	zheng'che
整齿	zheng'chi
整除	zheng'chu
整除性	zheng'chu'xing
整船	zheng'chuan
整串	zheng'chuan
整幢	zheng'zhuang
整村	zheng'cun
整袋	zheng'dai
整党	zheng'dang
整倒	zheng'dao
整地	zheng'di
整点	zheng'dian
整掉	zheng'diao
整栋	zheng'dong
整段	zheng'duan
整队	zheng'dui
整吨	zheng'dun
整顿	zheng'dun
整顿整顿	zheng'dun'zheng'dun
整儿	zheng'er
整肺	zheng'fei
整份股票	zheng'fen'gu'piao
整风	zheng'feng
整幅	zheng'fu
整复	zheng'fu
整改	zheng'gai
整肝	zheng'gan
整个	zheng'ge
整个社区	zheng'ge'she'qu
整个说来	zheng'ge'shuo'lai
整根	zheng'gen
整好	zheng'hao
整合	zheng'he
整盒	zheng'he
整话	zheng'hua
整机	zheng'ji
整鸡	zheng'ji
整纪	zheng'ji
整家	zheng'jia
整架	zheng'jia
整间	zheng'jian
整件	zheng'jian
整舰	zheng'jian
整节	zheng'jie
整洁	zheng'jie
整襟危坐	zheng'jin'wei'zuo
整局	zheng'ju
整句	zheng'ju
整卷	zheng'juan
整卷	zheng'juan
整军	zheng'jun
整军经武	zheng'jun'jing'wu
整垮	zheng'kua
整块	zheng'kuai
整捆	zheng'kun
整类	zheng'lei
整理	zheng'li
整理机	zheng'li'ji
整理整理	zheng'li'zheng'li
整联	zheng'lian
整料	zheng'liao
整列	zheng'lie
整流	zheng'liu
整流管	zheng'liu'guan
整流弧	zheng'liu'hu
整流器	zheng'liu'qi
整流罩	zheng'liu'zhao
整流子	zheng'liu'zi
整旅	zheng'lv
整满	zheng'man
整面	zheng'mian
整木	zheng'mu
整年	zheng'nian
整年累月	zheng'nian'lei'yue
整牛	zheng'niu
整排	zheng'pai
整盘	zheng'pan
整盆	zheng'pen
整批	zheng'pi
整匹	zheng'pi
整篇	zheng'pian
整片	zheng'pian
整票	zheng'piao
整瓶	zheng'ping
整坡	zheng'po
整期	zheng'qi
整齐	zheng'qi
整钱	zheng'qian
整墙	zheng'qiang
整桥	zheng'qiao
整渠	zheng'qu
整取	zheng'qu
整圈	zheng'quan
整群	zheng'qun
整人	zheng'eren
整日	zheng'eri
整容	zheng'erong
整容术	zheng'erong'shu
整啥	zheng'sha
整扇	zheng'shan
整师	zheng'shi
整式	zheng'shi
整首	zheng'shou
整书	zheng'shu
整数	zheng'shu
整数位	zheng'shu'wei
整死	zheng'si
整宿	zheng'xiu
整肃	zheng'su
整所	zheng'suo
整塔	zheng'ta
整台	zheng'tai
整堂	zheng'tang
整套	zheng'tao
整体	zheng'ti
整体而言	zheng'ti'er'yan
整体说来	zheng'ti'shuo'lai
整体性	zheng'ti'xing
整天	zheng'tian
整条	zheng'tiao
整桶	zheng'tong
整头	zheng'tou
整团	zheng'tuan
整托	zheng'tuo
整碗	zheng'wan
整晚	zheng'wan
整县	zheng'xian
整箱	zheng'xiang
整乡	zheng'xiang
整项	zheng'xiang
整销	zheng'xiao
整芯	zheng'xin
整型	zheng'xing
整形	zheng'xing
整形术	zheng'xing'shu
整行	zheng'hang
整修	zheng'xiu
整训	zheng'xun
整羊	zheng'yang
整页	zheng'ye
整夜	zheng'ye
整用	zheng'yong
整月	zheng'yue
整张	zheng'zhang
整整	zheng'zheng
整整的	zheng'zheng'de
整整齐齐	zheng'zheng'qi'qi
整整装	zheng'zheng'zhuang
整枝	zheng'zhi
整只	zheng'zhi
整纸	zheng'zhi
整治	zheng'zhi
整治整治	zheng'zhi'zheng'zhi
整株	zheng'zhu
整猪	zheng'zhu
整住	zheng'zhu
整装	zheng'zhuang
整装待发	zheng'zhuang'dai'fa
整字	zheng'zi
整宗	zheng'zong
整组	zheng'zu
整尊	zheng'zun
整座	zheng'zuo
整饬	zheng'chi
拯救	zheng'jiu
正安	zheng'an
正按	zheng'an
正拔	zheng'ba
正摆	zheng'bai
正班	zheng'ban
正版	zheng'ban
正办	zheng'ban
正帮	zheng'bang
正榜	zheng'bang
正抱	zheng'bao
正北	zheng'bei
正背	zheng'bei
正被	zheng'bei
正奔	zheng'ben
正奔	zheng'ben
正本	zheng'ben
正本清源	zheng'ben'qing'yuan
正逼	zheng'bi
正比	zheng'bi
正比例	zheng'bi'li
正编	zheng'bian
正步	zheng'bu
正步走	zheng'bu'zou
正踩	zheng'cai
正餐	zheng'can
正操	zheng'cao
正册	zheng'ce
正茬	zheng'cha
正查	zheng'cha
正差	zheng'cha
正差	zheng'cha
正差	zheng'chai
正常	zheng'chang
正常化	zheng'chang'hua
正常体	zheng'chang'ti
正常值	zheng'chang'zhi
正长	zheng'zhang
正抄	zheng'chao
正朝	zheng'chao
正成	zheng'cheng
正呈	zheng'cheng
正乘	zheng'cheng
正吃	zheng'chi
正持	zheng'chi
正冲	zheng'chong
正冲	zheng'chong
正抽	zheng'chou
正愁	zheng'chou
正出	zheng'chu
正处	zheng'chu
正传	zheng'zhuan
正打	zheng'da
正大	zheng'da
正大光明	zheng'da'guang'ming
正带	zheng'dai
正待	zheng'dai
正当	zheng'dang
正当	zheng'dang
正当防卫	zheng'dang'fang'wei
正当年	zheng'dang'nian
正当时	zheng'dang'shi
正当中	zheng'dang'zhong
正道	zheng'dao
正等	zheng'deng
正瞪	zheng'deng
正点	zheng'dian
正电	zheng'dian
正电荷	zheng'dian'he
正电子	zheng'dian'zi
正殿	zheng'dian
正丁醛	zheng'ding'quan
正盯	zheng'ding
正定	zheng'ding
正东	zheng'dong
正洞	zheng'dong
正斗	zheng'dou
正毒	zheng'du
正读	zheng'du
正蹲	zheng'dun
正多边形	zheng'duo'bian'xing
正多面体	zheng'duo'mian'ti
正儿八经	zheng'erba'jing
正发	zheng'fa
正法	zheng'fa
正反	zheng'fan
正反应	zheng'fan'ying
正犯	zheng'fan
正方	zheng'fang
正方体	zheng'fang'ti
正方形	zheng'fang'xing
正房	zheng'fang
正放	zheng'fang
正飞	zheng'fei
正肥	zheng'fei
正分	zheng'fen
正逢	zheng'feng
正赴	zheng'fu
正副	zheng'fu
正负	zheng'fu
正负电子	zheng'fu'dian'zi
正负电子对撞机	zheng'fu'dian'zi'dui'zhuang'ji
正负号位	zheng'fu'hao'wei
正负字符	zheng'fu'zi'fu
正该	zheng'gai
正该如此	zheng'gai'eru'ci
正赶	zheng'gan
正赶上	zheng'gan'shang
正感	zheng'gan
正搞	zheng'gao
正告	zheng'gao
正割	zheng'ge
正给	zheng'gei
正宫	zheng'gong
正骨	zheng'gu
正骨科	zheng'gu'ke
正规	zheng'gui
正规化	zheng'gui'hua
正规军	zheng'gui'jun
正规战	zheng'gui'zhan
正轨	zheng'gui
正果	zheng'guo
正酣	zheng'han
正好	zheng'hao
正好相反	zheng'hao'xiang'fan
正号	zheng'hao
正喝	zheng'he
正合	zheng'he
正哼	zheng'heng
正红	zheng'hong
正花	zheng'hua
正化	zheng'hua
正怀	zheng'huai
正欢	zheng'huan
正患	zheng'huan
正黄旗	zheng'huang'qi
正挥	zheng'hui
正火	zheng'huo
正畸	zheng'ji
正极	zheng'ji
正挤	zheng'ji
正己	zheng'ji
正佳	zheng'jia
正见	zheng'jian
正建	zheng'jian
正将	zheng'jiang
正交	zheng'jiao
正角	zheng'jiao
正教	zheng'jiao
正襟危坐	zheng'jin'wei'zuo
正经	zheng'jing
正经	zheng'jing
正经八百	zheng'jing'ba'bai
正经话	zheng'jing'hua
正经货	zheng'jing'huo
正经人	zheng'jing'eren
正经书	zheng'jing'shu
正净	zheng'jing
正剧	zheng'ju
正楷	zheng'kai
正刊	zheng'kan
正科	zheng'ke
正课	zheng'ke
正蓝旗	zheng'lan'qi
正离子	zheng'li'zi
正理	zheng'li
正理平治	zheng'li'ping'zhi
正梁	zheng'liang
正磷酸	zheng'lin'suan
正龙	zheng'long
正路	zheng'lu
正论	zheng'lun
正门	zheng'men
正面	zheng'mian
正面人物	zheng'mian'eren'wu
正名	zheng'ming
正南	zheng'nan
正宁	zheng'ning
正牌	zheng'pai
正派	zheng'pai
正篇	zheng'pian
正片	zheng'pian
正品	zheng'pin
正品率	zheng'pin'lv
正砌	zheng'qi
正气	zheng'qi
正签	zheng'qian
正前方	zheng'qian'fang
正前往	zheng'qian'wang
正墙	zheng'qiang
正桥	zheng'qiao
正巧	zheng'qiao
正切	zheng'qie
正寝	zheng'qin
正清	zheng'qing
正晴	zheng'qing
正趋	zheng'qu
正缺	zheng'que
正确	zheng'que
正确度	zheng'que'du
正确性	zheng'que'xing
正确性证明	zheng'que'xing'zheng'ming
正燃	zheng'eran
正让	zheng'erang
正热	zheng'ere
正人	zheng'eren
正人君子	zheng'eren'jun'zi
正任	zheng'eren
正如	zheng'eru
正如同	zheng'eru'tong
正塞	zheng'sai
正赛	zheng'sai
正三角形	zheng'san'jiao'xing
正色	zheng'se
正晒	zheng'shai
正上	zheng'shang
正烧	zheng'shao
正身	zheng'shen
正史	zheng'shi
正使	zheng'shi
正式	zheng'shi
正式测试	zheng'shi'ce'shi
正式规格	zheng'shi'gui'ge
正事	zheng'shi
正是	zheng'shi
正室	zheng'shi
正视	zheng'shi
正手	zheng'shou
正受	zheng'shou
正书	zheng'shu
正数	zheng'shu
正甩	zheng'shuai
正睡	zheng'shui
正税	zheng'shui
正吮	zheng'shun
正说	zheng'shuo
正朔	zheng'shuo
正似	zheng'si
正算	zheng'suan
正随	zheng'sui
正踏	zheng'ta
正态分布	zheng'tai'fen'bu
正谈	zheng'tan
正堂	zheng'tang
正躺	zheng'tang
正题	zheng'ti
正体	zheng'ti
正帖	zheng'tie
正厅	zheng'ting
正停	zheng'ting
正统	zheng'tong
正统性	zheng'tong'xing
正投影	zheng'tou'ying
正头香主	zheng'tou'xiang'zhu
正途	zheng'tu
正团	zheng'tuan
正味	zheng'wei
正位	zheng'wei
正文	zheng'wen
正文文件	zheng'wen'wen'jian
正卧	zheng'wo
正屋	zheng'wu
正午	zheng'wu
正误	zheng'wu
正西	zheng'xi
正席	zheng'xi
正戏	zheng'xi
正弦	zheng'xian
正弦波	zheng'xian'bo
正弦规	zheng'xian'gui
正弦曲线	zheng'xian'qu'xian
正线	zheng'xian
正镶白旗	zheng'xiang'bai'qi
正想	zheng'xiang
正想要	zheng'xiang'yao
正项	zheng'xiang
正像	zheng'xiang
正向恢复	zheng'xiang'hui'fu
正向信道	zheng'xiang'xin'dao
正心诚意	zheng'xin'cheng'yi
正凶	zheng'xiong
正选	zheng'xuan
正盐	zheng'yan
正研	zheng'yan
正言	zheng'yan
正言厉色	zheng'yan'li'se
正颜厉色	zheng'yan'li'se
正眼	zheng'yan
正阳	zheng'yang
正阳门	zheng'yang'men
正要	zheng'yao
正业	zheng'ye
正义	zheng'yi
正义感	zheng'yi'gan
正义凛然	zheng'yi'lin'eran
正音	zheng'yin
正应	zheng'ying
正应	zheng'ying
正应力	zheng'ying'li
正影	zheng'ying
正用	zheng'yong
正于	zheng'yu
正与	zheng'yu
正羽	zheng'yu
正欲	zheng'yu
正院	zheng'yuan
正月	zheng'yue
正在	zheng'zai
正在断开	zheng'zai'duan'kai
正在预热	zheng'zai'yu'ere
正则	zheng'ze
正站	zheng'zhan
正者	zheng'zhe
正正	zheng'zheng
正正当当	zheng'zheng'dang'dang
正正经经	zheng'zheng'jing'jing
正正音	zheng'zheng'yin
正职	zheng'zhi
正直	zheng'zhi
正值	zheng'zhi
正中	zheng'zhong
正中下怀	zheng'zhong'xia'huai
正着	zheng'zhao
正自	zheng'zi
正字	zheng'zi
正字法	zheng'zi'fa
正宗	zheng'zong
正座	zheng'zuo
正龛	zheng'kan
政变	zheng'bian
政策	zheng'ce
政策性	zheng'ce'xing
政出多门	zheng'chu'duo'men
政党	zheng'dang
政敌	zheng'di
政法	zheng'fa
政府	zheng'fu
政府保证债券	zheng'fu'bao'zheng'zhai'quan
政府担保债券	zheng'fu'dan'bao'zhai'quan
政府公债	zheng'fu'gong'zhai
政府军	zheng'fu'jun
政府令	zheng'fu'ling
政府银行	zheng'fu'yin'hang
政府债券	zheng'fu'zhai'quan
政改	zheng'gai
政改方案	zheng'gai'fang'an
政纲	zheng'gang
政工	zheng'gong
政绩	zheng'ji
政纪	zheng'ji
政简刑清	zheng'jian'xing'qing
政见	zheng'jian
政教	zheng'jiao
政界	zheng'jie
政经	zheng'jing
政局	zheng'ju
政客	zheng'ke
政令	zheng'ling
政略	zheng'lue
政论	zheng'lun
政论家	zheng'lun'jia
政派	zheng'pai
政企	zheng'qi
政情	zheng'qing
政区	zheng'qu
政权	zheng'quan
政权机关	zheng'quan'ji'guan
政审	zheng'shen
政事	zheng'shi
政书	zheng'shu
政坛	zheng'tan
政体	zheng'ti
政委	zheng'wei
政务	zheng'wu
政务官	zheng'wu'guan
政务委员	zheng'wu'wei'yuan
政务院	zheng'wu'yuan
政协	zheng'xie
政协主席	zheng'xie'zhu'xi
政要	zheng'yao
政以贿成	zheng'yi'hui'cheng
政争	zheng'zheng
政制	zheng'zhi
政治	zheng'zhi
政治避难	zheng'zhi'bi'nan
政治部	zheng'zhi'bu
政治犯	zheng'zhi'fan
政治化	zheng'zhi'hua
政治家	zheng'zhi'jia
政治经济学	zheng'zhi'jing'ji'xue
政治经济学家	zheng'zhi'jing'ji'xue'jia
政治局	zheng'zhi'ju
政治课	zheng'zhi'ke
政治权利	zheng'zhi'quan'li
政治委员	zheng'zhi'wei'yuan
政治协商会议	zheng'zhi'xie'shang'hui'yi
政治性	zheng'zhi'xing
政治账	zheng'zhi'zhang
帧频	zhen'pin
帧帧	zhen'zhen
症候	zheng'hou
症候群	zheng'hou'qun
症结	zheng'jie
症型	zheng'xing
症兆	zheng'zhao
症状	zheng'zhuang
症瘕	zheng'jia
郑板桥	zheng'ban'qiao
郑成功	zheng'cheng'gong
郑国	zheng'guo
郑国渠	zheng'guo'qu
郑和群礁	zheng'he'qun'jiao
郑桓公	zheng'huan'gong
郑人买履	zheng'eren'mai'lv
郑智化	zheng'zhi'hua
郑重	zheng'zhong
郑重其事	zheng'zhong'qi'shi
郑州	zheng'zhou
郑庄公	zheng'zhuang'gong
证册	zheng'ce
证词	zheng'ci
证单	zheng'dan
证婚	zheng'hun
证婚人	zheng'hun'eren
证见	zheng'jian
证件	zheng'jian
证据	zheng'ju
证据确凿	zheng'ju'que'zao
证卡	zheng'ka
证明	zheng'ming
证明书	zheng'ming'shu
证明证明	zheng'ming'zheng'ming
证牌	zheng'pai
证钱	zheng'qian
证前	zheng'qian
证券	zheng'quan
证券调期放款	zheng'quan'tiao'qi'fang'kuan
证券发行市场	zheng'quan'fa'xing'shi'chang
证券公司	zheng'quan'gong'si
证券交割	zheng'quan'jiao'ge
证券交易清算	zheng'quan'jiao'yi'qing'suan
证券交易所	zheng'quan'jiao'yi'suo
证券经纪商	zheng'quan'jing'ji'shang
证券票面价值	zheng'quan'piao'mian'jia'zhi
证券期货合约	zheng'quan'qi'huo'he'yue
证券清算	zheng'quan'qing'suan
证券商	zheng'quan'shang
证券市场	zheng'quan'shi'chang
证券投资	zheng'quan'tou'zi
证券投资风险	zheng'quan'tou'zi'feng'xian
证券投资收益	zheng'quan'tou'zi'shou'yi
证券证据金	zheng'quan'zheng'ju'jin
证券自营商	zheng'quan'zi'ying'shang
证人	zheng'eren
证认	zheng'eren
证上	zheng'shang
证实	zheng'shi
证书	zheng'shu
证物	zheng'wu
证芯	zheng'xin
证言	zheng'yan
证源	zheng'yuan
证章	zheng'zhang
证照	zheng'zhao
证中	zheng'zhong
芝焚蕙叹	zhi'fen'hui'tan
芝加哥	zhi'jia'ge
芝兰玉树	zhi'lan'yu'shu
芝麻	zhi'ma
芝麻大	zhi'ma'da
芝麻官	zhi'ma'guan
芝麻酱	zhi'ma'jiang
芝麻开花节节高	zhi'ma'kai'hua'jie'jie'gao
芝麻油	zhi'ma'you
芝罘岛	zhi'fu'dao
枝辞	zhi'ci
枝词	zhi'ci
枝干	zhi'gan
枝江	zhi'jiang
枝节	zhi'jie
枝茎	zhi'jing
枝柳	zhi'liu
枝柳线	zhi'liu'xian
枝蔓	zhi'man
枝上	zhi'shang
枝梢	zhi'shao
枝条	zhi'tiao
枝头	zhi'tou
枝形	zhi'xing
枝丫	zhi'ya
枝芽	zhi'ya
枝叶	zhi'ye
枝叶扶疏	zhi'ye'fu'shu
枝枝	zhi'zhi
枝枝节节	zhi'zhi'jie'jie
枝枝杈杈	zhi'zhi'cha'cha
枝子	zhi'zi
枝杈	zhi'cha
枝桠	zhi'ya
支边	zhi'bian
支拨	zhi'bo
支部	zhi'bu
支场	zhi'chang
支车	zhi'che
支撑	zhi'cheng
支撑线	zhi'cheng'xian
支撑支撑	zhi'cheng'zhi'cheng
支承	zhi'cheng
支持	zhi'chi
支持不住	zhi'chi'bu'zhu
支持环境	zhi'chi'huan'jing
支持者	zhi'chi'zhe
支出	zhi'chu
支词	zhi'ci
支道	zhi'dao
支堤	zhi'di
支点	zhi'dian
支垫	zhi'dian
支店	zhi'dian
支顶	zhi'ding
支洞	zhi'dong
支队	zhi'dui
支费	zhi'fei
支付	zhi'fu
支付期限	zhi'fu'qi'xian
支杆	zhi'gan
支高	zhi'gao
支工	zhi'gong
支管	zhi'guan
支棍	zhi'gun
支锅	zhi'guo
支好	zhi'hao
支护	zhi'hu
支唤	zhi'huan
支会	zhi'hui
支架	zhi'jia
支局	zhi'ju
支具	zhi'ju
支军	zhi'jun
支开	zhi'kai
支库	zhi'ku
支款	zhi'kuan
支棱	zhi'leng
支离	zhi'li
支离破碎	zhi'li'po'sui
支链	zhi'lian
支领	zhi'ling
支流	zhi'liu
支路	zhi'lu
支脉	zhi'mai
支蔓	zhi'man
支那	zhi'na
支农	zhi'nong
支派	zhi'pai
支配	zhi'pei
支票	zhi'piao
支贫	zhi'pin
支起	zhi'qi
支气管	zhi'qi'guan
支气管炎	zhi'qi'guan'yan
支钱	zhi'qian
支前	zhi'qian
支渠	zhi'qu
支取	zhi'qu
支人	zhi'eren
支上	zhi'shang
支使	zhi'shi
支书	zhi'shu
支数	zhi'shu
支他	zhi'ta
支腿	zhi'tui
支委	zhi'wei
支我	zhi'wo
支吾	zhi'wu
支吾其词	zhi'wu'qi'ci
支系	zhi'xi
支线	zhi'xian
支巷	zhi'xiang
支巷	zhi'hang
支薪	zhi'xin
支行	zhi'hang
支应	zhi'ying
支用	zhi'yong
支援	zhi'yuan
支在	zhi'zai
支灶	zhi'zao
支支	zhi'zhi
支支吾吾	zhi'zhi'wu'wu
支支嘴	zhi'zhi'zui
支柱	zhi'zhu
支助	zhi'zhu
支住	zhi'zhu
支子	zhi'zi
支走	zhi'zou
支嘴	zhi'zui
支左	zhi'zuo
支座	zhi'zuo
支绌	zhi'chu
吱儿	zi'er
吱嘎	zhi'ga
吱溜	zhi'liu
吱声	zhi'sheng
吱呀	zhi'ya
吱吱	zhi'zhi
蜘蛛	zhi'zhu
蜘蛛网	zhi'zhu'wang
知白守黑	zhi'bai'shou'hei
知彼	zhi'bi
知彼知己	zhi'bi'zhi'ji
知兵	zhi'bing
知耻	zhi'chi
知愁	zhi'chou
知错	zhi'cuo
知错改错	zhi'cuo'gai'cuo
知单	zhi'dan
知党	zhi'dang
知道	zhi'dao
知底	zhi'di
知恩	zhi'en
知恩报恩	zhi'en'bao'en
知法	zhi'fa
知法犯法	zhi'fa'fan'fa
知福	zhi'fu
知府	zhi'fu
知根知底	zhi'gen'zhi'di
知过	zhi'guo
知过必改	zhi'guo'bi'gai
知会	zhi'hui
知机	zhi'ji
知己	zhi'ji
知己知彼	zhi'ji'zhi'bi
知交	zhi'jiao
知尽能索	zhi'jin'neng'suo
知觉	zhi'jue
知冷知热	zhi'leng'zhi'ere
知理	zhi'li
知礼	zhi'li
知了	zhi'liao
知名	zhi'ming
知名度	zhi'ming'du
知名人士	zhi'ming'eren'shi
知命	zhi'ming
知母	zhi'mu
知难而进	zhi'nan'er'jin
知难而退	zhi'nan'er'tui
知难行易	zhi'nan'xing'yi
知其然	zhi'qi'eran
知其然不知其所以然	zhi'qi'eran'bu'zhi'qi'suo'yi'eran
知其所以然	zhi'qi'suo'yi'eran
知其一	zhi'qi'yi
知青	zhi'qing
知青点	zhi'qing'dian
知青文学	zhi'qing'wen'xue
知情	zhi'qing
知情达理	zhi'qing'da'li
知趣	zhi'qu
知人	zhi'eren
知人论世	zhi'eren'lun'shi
知人善任	zhi'eren'shan'eren
知人知面不知心	zhi'eren'zhi'mian'bu'zhi'xin
知人之明	zhi'eren'zhi'ming
知识	zhi'shi
知识产权	zhi'shi'chan'quan
知识产业	zhi'shi'chan'ye
知识点	zhi'shi'dian
知识分子	zhi'shi'fen'zi
知识工程	zhi'shi'gong'cheng
知识化	zhi'shi'hua
知识界	zhi'shi'jie
知识库	zhi'shi'ku
知识面	zhi'shi'mian
知识青年	zhi'shi'qing'nian
知识性	zhi'shi'xing
知事	zhi'shi
知书达理	zhi'shu'da'li
知书达礼	zhi'shu'da'li
知疼着热	zhi'teng'zhao'ere
知甜	zhi'tian
知痛	zhi'tong
知无不言	zhi'wu'bu'yan
知悉	zhi'xi
知县	zhi'xian
知晓	zhi'xiao
知小谋大	zhi'xiao'mou'da
知心	zhi'xin
知心话	zhi'xin'hua
知行合一	zhi'xing'he'yi
知雄守雌	zhi'xiong'shou'ci
知音	zhi'yin
知友	zhi'you
知遇	zhi'yu
知遇之恩	zhi'yu'zhi'en
知照	zhi'zhao
知者	zhi'zhe
知之	zhi'zhi
知之甚少	zhi'zhi'shen'shao
知之为知之	zhi'zhi'wei'zhi'zhi
知州	zhi'zhou
知足	zhi'zu
知足不辱	zhi'zu'bu'eru
知罪	zhi'zui
肢残	zhi'can
肢端	zhi'duan
肢骨	zhi'gu
肢解	zhi'jie
肢势	zhi'shi
肢体	zhi'ti
肢体语言	zhi'ti'yu'yan
脂蛋白	zhi'dan'bai
脂肪	zhi'fang
脂肪胺	zhi'fang'an
脂肪瘤	zhi'fang'liu
脂肪酶	zhi'fang'mei
脂肪酸	zhi'fang'suan
脂粉	zhi'fen
脂粉气	zhi'fen'qi
脂膏	zhi'gao
脂膏不润	zhi'gao'bu'erun
脂类	zhi'lei
脂酶	zhi'mei
脂农	zhi'nong
脂酸	zhi'suan
脂血	zhi'xue
脂油	zhi'you
脂质	zhi'zhi
汁多	zhi'duo
汁里	zhi'li
汁液	zhi'ye
汁中	zhi'zhong
之处	zhi'chu
之后	zhi'hou
之乎者也	zhi'hu'zhe'ye
之极	zhi'ji
之际	zhi'ji
之家	zhi'jia
之间	zhi'jian
之江	zhi'jiang
之类	zhi'lei
之流	zhi'liu
之内	zhi'nei
之前	zhi'qian
之情	zhi'qing
之上	zhi'shang
之死靡它	zhi'si'mi'ta
之所以	zhi'suo'yi
之外	zhi'wai
之下	zhi'xia
之一	zhi'yi
之役	zhi'yi
之余	zhi'yu
之至	zhi'zhi
之中	zhi'zhong
之字路	zhi'zi'lu
织编	zhi'bian
织补	zhi'bu
织布	zhi'bu
织布机	zhi'bu'ji
织厂	zhi'chang
织成	zhi'cheng
织绸	zhi'chou
织出	zhi'chu
织疵	zhi'ci
织带	zhi'dai
织袋	zhi'dai
织当访婢	zhi'dang'fang'bi
织法	zhi'fa
织工	zhi'gong
织好	zhi'hao
织户	zhi'hu
织花	zhi'hua
织画	zhi'hua
织机	zhi'ji
织架	zhi'jia
织件	zhi'jian
织金	zhi'jin
织锦	zhi'jin
织锦缎	zhi'jin'duan
织帘	zhi'lian
织麻	zhi'ma
织女	zhi'nv
织女星	zhi'nv'xing
织品	zhi'pin
织染	zhi'eran
织纱	zhi'sha
织衫	zhi'shan
织梭	zhi'suo
织毯	zhi'tan
织图	zhi'tu
织袜	zhi'wa
织完	zhi'wan
织网	zhi'wang
织物	zhi'wu
织席	zhi'xi
织绣	zhi'xiu
织衣	zhi'yi
织造	zhi'zao
织毡	zhi'zhan
织者	zhi'zhe
织针	zhi'zhen
织制	zhi'zhi
织轴	zhi'zhou
织做	zhi'zuo
职别	zhi'bie
职称	zhi'cheng
职大	zhi'da
职代会	zhi'dai'hui
职分	zhi'fen
职改	zhi'gai
职改办	zhi'gai'ban
职高	zhi'gao
职工	zhi'gong
职级	zhi'ji
职教	zhi'jiao
职介所	zhi'jie'suo
职类	zhi'lei
职名	zhi'ming
职内	zhi'nei
职能	zhi'neng
职权	zhi'quan
职事	zhi'shi
职守	zhi'shou
职司	zhi'si
职位	zhi'wei
职务	zhi'wu
职衔	zhi'xian
职校	zhi'xiao
职业	zhi'ye
职业病	zhi'ye'bing
职业队	zhi'ye'dui
职业工会	zhi'ye'gong'hui
职业教育	zhi'ye'jiao'yu
职业性	zhi'ye'xing
职员	zhi'yuan
职责	zhi'ze
职掌	zhi'zhang
直白	zhi'bai
直扳	zhi'ban
直板	zhi'ban
直报	zhi'bao
直奔	zhi'ben
直蹦	zhi'beng
直逼	zhi'bi
直比	zhi'bi
直笔	zhi'bi
直边	zhi'bian
直播	zhi'bo
直拨	zhi'bo
直布罗陀	zhi'bu'luo'tuo
直插	zhi'cha
直长	zhi'zhang
直肠	zhi'chang
直肠癌	zhi'chang'ai
直肠炎	zhi'chang'yan
直肠直肚	zhi'chang'zhi'du
直肠子	zhi'chang'zi
直唱	zhi'chang
直朝	zhi'chao
直陈	zhi'chen
直称	zhi'cheng
直呈	zhi'cheng
直诚	zhi'cheng
直尺	zhi'chi
直翅目	zhi'chi'mu
直斥	zhi'chi
直冲	zhi'chong
直冲	zhi'chong
直出	zhi'chu
直出直进	zhi'chu'zhi'jin
直穿	zhi'chuan
直传	zhi'chuan
直闯	zhi'chuang
直吹	zhi'chui
直垂	zhi'chui
直刺	zhi'ci
直窜	zhi'cuan
直达	zhi'da
直达车	zhi'da'che
直打直	zhi'da'zhi
直贷	zhi'dai
直待	zhi'dai
直捣	zhi'dao
直到	zhi'dao
直道	zhi'dao
直道而行	zhi'dao'er'xing
直登	zhi'deng
直等	zhi'deng
直瞪瞪	zhi'deng'deng
直滴	zhi'di
直笛	zhi'di
直抵	zhi'di
直掉	zhi'diao
直跌	zhi'die
直盯	zhi'ding
直盯盯	zhi'ding'ding
直动	zhi'dong
直抖	zhi'dou
直读	zhi'du
直对	zhi'dui
直多	zhi'duo
直夺	zhi'duo
直躲	zhi'duo
直发	zhi'fa
直发	zhi'fa
直犯	zhi'fan
直方图	zhi'fang'tu
直飞	zhi'fei
直缝	zhi'feng
直缝	zhi'feng
直赴	zhi'fu
直干	zhi'gan
直干	zhi'gan
直感	zhi'gan
直根	zhi'gen
直根系	zhi'gen'xi
直攻	zhi'gong
直供	zhi'gong
直拱	zhi'gong
直贡呢	zhi'gong'ni
直钩	zhi'gou
直勾勾	zhi'gou'gou
直挂	zhi'gua
直观	zhi'guan
直观图	zhi'guan'tu
直观性	zhi'guan'xing
直灌	zhi'guan
直贯	zhi'guan
直滚	zhi'gun
直喊	zhi'han
直航	zhi'hang
直喝	zhi'he
直喝	zhi'he
直恨	zhi'hen
直哼	zhi'heng
直红	zhi'hong
直呼	zhi'hu
直话	zhi'hua
直唤	zhi'huan
直晃	zhi'huang
直晃	zhi'huang
直寄	zhi'ji
